ID,Item_ID,Datetime,Category_3,Category_2,Category_1,Price,Number_Of_Sales
31374_20140116,31374,16-01-2014,0,4,236,2.01,1
31211_20140116,31211,16-01-2014,0,3,256,1.363,306
30347_20140116,30347,16-01-2014,0,,0,2.692,561
29662_20140116,29662,16-01-2014,0,,0,1.131,37728
31051_20140116,31051,16-01-2014,0,1,39,0.679,8
29952_20140116,29952,16-01-2014,0,3,39,0.051,260
30720_20140116,30720,16-01-2014,0,4,39,0.03,55
30168_20140116,30168,16-01-2014,0,5,40,0.082,19
30232_20140116,30232,16-01-2014,0,2,40,0.094,136
30078_20140116,30078,16-01-2014,0,3,40,0.191,232
30570_20140116,30570,16-01-2014,0,4,40,0.098,62
30300_20140116,30300,16-01-2014,0,5,60,0.13,28
31216_20140116,31216,16-01-2014,0,2,60,0.163,80
30143_20140116,30143,16-01-2014,0,4,60,0.23,8
30936_20140116,30936,16-01-2014,0,2,152,0.037,354
30413_20140117,30413,17-01-2014,0,3,235,182.652,2
30375_20140117,30375,17-01-2014,0,2,307,63.72,2
30864_20140117,30864,17-01-2014,0,2,315,181.833,3
30927_20140117,30927,17-01-2014,0,1,38,2.75,457
31342_20140117,31342,17-01-2014,0,2,38,1.965,1034
30540_20140117,30540,17-01-2014,0,3,38,2.08,508
29999_20140117,29999,17-01-2014,0,3,67,9.033,111
30068_20140117,30068,17-01-2014,0,2,195,0.742,286
30541_20140117,30541,17-01-2014,0,4,195,0.82,42
30602_20140117,30602,17-01-2014,0,2,277,0.985,219
30622_20140117,30622,17-01-2014,0,3,277,1.421,91
30825_20140117,30825,17-01-2014,0,3,291,4.509,72
31012_20140117,31012,17-01-2014,0,5,307,0.66,92
31062_20140117,31062,17-01-2014,0,1,307,5.012,4
29841_20140117,29841,17-01-2014,0,2,307,0.622,207
30903_20140117,30903,17-01-2014,0,3,307,1.009,67
31308_20140117,31308,17-01-2014,0,4,307,0.748,26
31288_20140117,31288,17-01-2014,0,5,80,0.126,34
30317_20140117,30317,17-01-2014,0,2,80,0.138,276
31193_20140117,31193,17-01-2014,0,4,80,0.212,69
30531_20140117,30531,17-01-2014,0,2,83,0.031,421
30933_20140117,30933,17-01-2014,0,3,83,0.035,525
30111_20140117,30111,17-01-2014,0,5,345,0.032,294
30835_20140117,30835,17-01-2014,0,1,345,0.409,26
30108_20140117,30108,17-01-2014,0,2,345,0.03,346
30995_20140117,30995,17-01-2014,0,3,345,0.054,416
31285_20140117,31285,17-01-2014,0,4,345,0.03,58
30093_20140117,30093,17-01-2014,0,3,23,6.249,326
29967_20140117,29967,17-01-2014,0,3,116,8.331,80
31047_20140117,31047,17-01-2014,0,3,151,5.653,36
30345_20140117,30345,17-01-2014,0,1,207,10.497,256
30190_20140117,30190,17-01-2014,0,2,267,4.464,92
29732_20140117,29732,17-01-2014,0,3,267,6.751,46
30429_20140117,30429,17-01-2014,0,4,267,4.971,22
30148_20140117,30148,17-01-2014,0,2,294,11.428,167
31367_20140117,31367,17-01-2014,0,5,307,1.188,66
30280_20140117,30280,17-01-2014,0,1,307,3.762,5
30679_20140117,30679,17-01-2014,0,2,307,1.088,292
29991_20140117,29991,17-01-2014,0,3,307,1.762,80
29988_20140117,29988,17-01-2014,0,4,307,1.15,56
29917_20140117,29917,17-01-2014,0,3,332,4.108,13
30653_20140117,30653,17-01-2014,0,,0,2.682,1414
29955_20140117,29955,17-01-2014,0,,0,0.035,8096
30485_20140117,30485,17-01-2014,0,1,148,5.846,98
29826_20140117,29826,17-01-2014,0,5,226,0.622,240
30223_20140117,30223,17-01-2014,0,2,226,0.551,492
30890_20140117,30890,17-01-2014,0,5,385,2.095,14
30035_20140117,30035,17-01-2014,0,1,385,2.579,56
30386_20140117,30386,17-01-2014,0,3,385,2.116,88
30783_20140117,30783,17-01-2014,0,4,385,2.376,5
30491_20140117,30491,17-01-2014,0,2,31,0.069,950
29863_20140117,29863,17-01-2014,0,1,77,1.301,24
30481_20140117,30481,17-01-2014,0,2,77,0.617,35
30499_20140117,30499,17-01-2014,0,3,77,0.884,42
30572_20140117,30572,17-01-2014,0,1,79,0.406,12
30815_20140117,30815,17-01-2014,0,2,79,0.03,2140
30628_20140117,30628,17-01-2014,0,3,79,0.051,198
29819_20140117,29819,17-01-2014,0,4,79,0.032,54
30233_20140117,30233,17-01-2014,0,5,83,0.033,186
31302_20140117,31302,17-01-2014,0,1,83,0.841,9
31272_20140117,31272,17-01-2014,0,2,83,0.031,942
30216_20140117,30216,17-01-2014,0,3,83,0.053,230
30692_20140117,30692,17-01-2014,0,4,83,0.036,468
31004_20140117,31004,17-01-2014,0,2,104,2.013,22
31339_20140117,31339,17-01-2014,0,1,169,0.485,298
30053_20140117,30053,17-01-2014,0,5,339,0.171,40
30924_20140117,30924,17-01-2014,0,5,79,0.03,344
29896_20140117,29896,17-01-2014,0,2,84,0.054,442
30119_20140117,30119,17-01-2014,0,5,92,0.072,21
30719_20140117,30719,17-01-2014,0,2,92,0.075,327
29849_20140117,29849,17-01-2014,0,4,92,0.109,46
30887_20140117,30887,17-01-2014,0,1,278,1.423,201
30606_20140117,30606,17-01-2014,0,2,278,0.831,197
30241_20140117,30241,17-01-2014,0,3,278,1.016,254
31358_20140117,31358,17-01-2014,0,5,338,0.721,9
31001_20140117,31001,17-01-2014,0,1,338,32.572,6
30335_20140117,30335,17-01-2014,0,2,355,0.554,120
30504_20140117,30504,17-01-2014,0,3,355,0.737,26
30689_20140117,30689,17-01-2014,0,2,83,0.03,463
30613_20140117,30613,17-01-2014,0,3,83,0.031,116
31266_20140117,31266,17-01-2014,0,5,134,0.03,108
31170_20140117,31170,17-01-2014,0,1,134,0.354,3
30520_20140117,30520,17-01-2014,0,2,134,0.03,842
31115_20140117,31115,17-01-2014,0,3,134,0.04,210
30253_20140117,30253,17-01-2014,0,4,134,0.032,92
30997_20140117,30997,17-01-2014,0,2,192,0.047,543
31139_20140117,31139,17-01-2014,0,3,192,0.056,266
30748_20140117,30748,17-01-2014,0,1,237,0.167,249
30150_20140117,30150,17-01-2014,0,2,237,0.143,514
29855_20140117,29855,17-01-2014,0,2,250,0.088,420
30517_20140117,30517,17-01-2014,0,3,250,0.177,53
30735_20140117,30735,17-01-2014,0,4,250,0.082,42
31212_20140117,31212,17-01-2014,0,1,327,0.964,39
30660_20140117,30660,17-01-2014,0,3,327,0.718,84
29820_20140117,29820,17-01-2014,0,2,10,0.082,121
31307_20140117,31307,17-01-2014,0,1,22,0.161,419
30669_20140117,30669,17-01-2014,0,3,22,0.144,461
30095_20140117,30095,17-01-2014,0,2,103,0.063,1676
31210_20140117,31210,17-01-2014,0,5,105,0.03,77
30438_20140117,30438,17-01-2014,0,4,105,0.03,43
30682_20140117,30682,17-01-2014,0,5,194,0.032,86
30938_20140117,30938,17-01-2014,0,1,194,0.179,9
30174_20140117,30174,17-01-2014,0,2,194,0.03,816
31061_20140117,31061,17-01-2014,0,3,194,0.032,81
30361_20140117,30361,17-01-2014,0,4,194,0.03,82
29771_20140117,29771,17-01-2014,0,5,269,0.031,237
30837_20140117,30837,17-01-2014,0,3,269,0.041,368
30248_20140117,30248,17-01-2014,0,4,269,0.03,186
31054_20140117,31054,17-01-2014,0,2,307,0.03,428
29768_20140117,29768,17-01-2014,0,1,388,1.538,48
29926_20140117,29926,17-01-2014,0,2,388,0.059,136
29927_20140117,29927,17-01-2014,0,3,388,0.08,38
30194_20140117,30194,17-01-2014,0,4,388,0.111,4
30138_20140117,30138,17-01-2014,0,2,248,0.509,268
31153_20140117,31153,17-01-2014,0,1,308,0.26,3
30867_20140117,30867,17-01-2014,0,2,308,0.031,1516
30930_20140117,30930,17-01-2014,0,3,308,0.041,180
30309_20140117,30309,17-01-2014,0,3,314,0.147,211
30299_20140117,30299,17-01-2014,0,2,324,0.065,794
30493_20140117,30493,17-01-2014,0,5,388,0.104,32
30181_20140117,30181,17-01-2014,0,1,388,0.139,54
30762_20140117,30762,17-01-2014,0,2,388,0.073,204
30747_20140117,30747,17-01-2014,0,3,388,0.095,90
30364_20140117,30364,17-01-2014,0,4,388,0.087,10
29948_20140117,29948,17-01-2014,0,3,48,7.75,16
30219_20140117,30219,17-01-2014,0,1,61,5.342,72
31100_20140117,31100,17-01-2014,0,3,61,4.214,111
31303_20140117,31303,17-01-2014,0,1,113,1.477,593
30401_20140117,30401,17-01-2014,0,5,144,0.077,3
31171_20140117,31171,17-01-2014,0,1,144,0.104,120
29972_20140117,29972,17-01-2014,0,4,144,0.073,21
31356_20140117,31356,17-01-2014,0,2,193,0.03,884
30455_20140117,30455,17-01-2014,0,1,35,0.512,672
31347_20140117,31347,17-01-2014,0,2,35,0.359,248
29920_20140117,29920,17-01-2014,0,3,35,0.376,806
30657_20140117,30657,17-01-2014,0,2,46,0.345,240
31011_20140117,31011,17-01-2014,0,3,46,0.763,80
29810_20140117,29810,17-01-2014,0,4,46,0.418,156
30691_20140117,30691,17-01-2014,0,3,52,0.682,2208
30230_20140117,30230,17-01-2014,0,2,160,3.861,102
30537_20140117,30537,17-01-2014,0,3,160,4.881,115
30502_20140117,30502,17-01-2014,0,5,239,3.893,50
30877_20140117,30877,17-01-2014,0,1,239,21.891,6
30530_20140117,30530,17-01-2014,0,2,239,4.382,216
30324_20140117,30324,17-01-2014,0,3,239,9.879,48
30433_20140117,30433,17-01-2014,0,4,239,5.083,16
30712_20140117,30712,17-01-2014,0,5,388,0.9,18
30577_20140117,30577,17-01-2014,0,1,388,2.003,28
30292_20140117,30292,17-01-2014,0,2,388,0.721,84
31282_20140117,31282,17-01-2014,0,3,388,1.122,54
31008_20140117,31008,17-01-2014,0,5,17,30.283,48
31114_20140117,31114,17-01-2014,0,5,105,0.255,31
30434_20140117,30434,17-01-2014,0,1,105,9.231,3
30252_20140117,30252,17-01-2014,0,2,105,0.313,172
30697_20140117,30697,17-01-2014,0,4,105,0.337,26
30240_20140117,30240,17-01-2014,0,2,124,0.104,1022
30247_20140117,30247,17-01-2014,0,3,124,0.132,330
30293_20140117,30293,17-01-2014,0,3,196,0.389,210
29667_20140117,29667,17-01-2014,0,2,221,1.549,30
31093_20140117,31093,17-01-2014,0,2,367,0.213,179
30290_20140117,30290,17-01-2014,0,3,367,0.635,62
31149_20140117,31149,17-01-2014,0,2,381,0.286,207
30664_20140117,30664,17-01-2014,0,3,381,2.191,73
30246_20140117,30246,17-01-2014,0,4,381,0.609,126
30298_20140117,30298,17-01-2014,0,1,410,11.693,62
30088_20140117,30088,17-01-2014,0,3,6,0.188,29
30776_20140117,30776,17-01-2014,0,3,61,0.151,130
31352_20140117,31352,17-01-2014,0,5,257,0.06,28
31073_20140117,31073,17-01-2014,0,1,257,0.867,4
30156_20140117,30156,17-01-2014,0,3,257,0.075,30
30545_20140117,30545,17-01-2014,0,4,257,0.066,24
29806_20140117,29806,17-01-2014,0,2,367,0.039,355
31254_20140117,31254,17-01-2014,0,2,54,0.322,48
30841_20140117,30841,17-01-2014,0,1,217,0.136,204
30840_20140117,30840,17-01-2014,0,3,217,0.165,16
30022_20140117,30022,17-01-2014,0,1,310,0.229,1
31080_20140117,31080,17-01-2014,0,2,310,0.051,374
30301_20140117,30301,17-01-2014,0,1,7,0.556,596
31229_20140117,31229,17-01-2014,0,5,14,0.03,198
30667_20140117,30667,17-01-2014,0,1,14,0.236,54
30341_20140117,30341,17-01-2014,0,3,159,0.034,180
30423_20140117,30423,17-01-2014,0,3,250,0.148,32
30312_20140117,30312,17-01-2014,0,2,328,0.121,480
29843_20140117,29843,17-01-2014,0,3,328,0.127,518
30916_20140117,30916,17-01-2014,0,5,250,0.073,19
30928_20140117,30928,17-01-2014,0,3,250,0.104,180
30474_20140117,30474,17-01-2014,0,3,300,0.788,280
30900_20140117,30900,17-01-2014,0,5,309,0.03,164
30483_20140117,30483,17-01-2014,0,3,309,0.032,79
30404_20140117,30404,17-01-2014,0,4,309,0.034,84
29748_20140117,29748,17-01-2014,0,1,61,0.364,106
30084_20140117,30084,17-01-2014,0,3,61,0.236,372
30357_20140117,30357,17-01-2014,0,2,133,0.044,354
29751_20140117,29751,17-01-2014,0,3,133,0.053,85
31310_20140117,31310,17-01-2014,0,1,270,0.18,15
31043_20140117,31043,17-01-2014,0,5,277,0.03,174
30742_20140117,30742,17-01-2014,0,1,277,0.184,4
30061_20140117,30061,17-01-2014,0,2,277,0.03,2375
31091_20140117,31091,17-01-2014,0,4,277,0.03,62
29762_20140117,29762,17-01-2014,0,1,310,0.109,9
29683_20140117,29683,17-01-2014,0,2,310,0.03,976
30970_20140117,30970,17-01-2014,0,3,310,0.03,140
31183_20140117,31183,17-01-2014,0,4,310,0.03,68
30237_20140117,30237,17-01-2014,0,3,357,0.083,1142
30627_20140117,30627,17-01-2014,0,5,395,0.043,69
30136_20140117,30136,17-01-2014,0,3,395,0.047,114
30147_20140117,30147,17-01-2014,0,,0,0.136,18904
29738_20140117,29738,17-01-2014,0,2,6,2.46,54
30002_20140117,30002,17-01-2014,0,5,150,0.2,32
31048_20140117,31048,17-01-2014,0,2,150,0.193,340
30351_20140117,30351,17-01-2014,0,4,150,0.22,18
30140_20140117,30140,17-01-2014,0,3,316,10.39,7
30445_20140117,30445,17-01-2014,0,1,46,0.859,7
30390_20140117,30390,17-01-2014,0,3,46,0.052,264
30673_20140117,30673,17-01-2014,0,4,46,0.041,318
31032_20140117,31032,17-01-2014,0,2,161,0.135,336
31113_20140117,31113,17-01-2014,0,3,172,0.119,621
30899_20140117,30899,17-01-2014,0,2,242,5.723,25
30185_20140117,30185,17-01-2014,0,5,310,0.032,180
30243_20140117,30243,17-01-2014,0,1,310,0.369,14
31230_20140117,31230,17-01-2014,0,2,16,0.127,224
30023_20140117,30023,17-01-2014,0,3,16,0.188,47
30642_20140117,30642,17-01-2014,0,4,16,0.175,8
29857_20140117,29857,17-01-2014,0,3,34,0.658,292
30159_20140117,30159,17-01-2014,0,5,313,0.033,101
29984_20140117,29984,17-01-2014,0,2,313,0.03,429
30160_20140117,30160,17-01-2014,0,3,313,0.047,424
30734_20140117,30734,17-01-2014,0,4,313,0.033,126
31072_20140117,31072,17-01-2014,0,1,355,1.343,23
29912_20140117,29912,17-01-2014,0,5,48,0.28,23
30295_20140117,30295,17-01-2014,0,3,48,0.476,92
31321_20140117,31321,17-01-2014,0,5,236,0.091,20
31333_20140117,31333,17-01-2014,0,1,236,0.115,124
30774_20140117,30774,17-01-2014,0,4,236,0.051,6
29797_20140117,29797,17-01-2014,0,4,306,0.192,34
31124_20140117,31124,17-01-2014,0,5,309,0.03,74
30672_20140117,30672,17-01-2014,0,1,382,0.217,3
31168_20140117,31168,17-01-2014,0,2,382,0.03,1736
30909_20140117,30909,17-01-2014,0,3,382,0.033,324
29686_20140117,29686,17-01-2014,0,4,382,0.033,76
30363_20140117,30363,17-01-2014,0,1,398,0.156,234
30768_20140117,30768,17-01-2014,0,3,63,0.188,38
29696_20140117,29696,17-01-2014,0,5,83,0.03,206
30032_20140117,30032,17-01-2014,0,1,83,0.47,8
31340_20140117,31340,17-01-2014,0,3,83,0.054,75
29956_20140117,29956,17-01-2014,0,4,83,0.03,59
30775_20140117,30775,17-01-2014,0,1,118,1.661,71
30708_20140117,30708,17-01-2014,0,5,311,0.03,158
30884_20140117,30884,17-01-2014,0,1,7,0.238,115
30752_20140117,30752,17-01-2014,0,1,95,2.084,5
30574_20140117,30574,17-01-2014,0,2,95,0.292,82
29661_20140117,29661,17-01-2014,0,2,379,0.128,648
31104_20140117,31104,17-01-2014,0,3,379,0.135,198
29971_20140117,29971,17-01-2014,0,4,399,0.062,124
30098_20140117,30098,17-01-2014,0,5,400,0.041,176
30270_20140117,30270,17-01-2014,0,2,400,0.03,1074
30128_20140117,30128,17-01-2014,0,1,4,1.51,150
30055_20140117,30055,17-01-2014,0,5,39,0.036,448
30792_20140117,30792,17-01-2014,0,4,39,0.043,94
29744_20140117,29744,17-01-2014,0,1,215,2.093,5
30463_20140117,30463,17-01-2014,0,2,215,0.052,203
30462_20140117,30462,17-01-2014,0,2,375,0.164,266
31224_20140117,31224,17-01-2014,0,1,6,0.261,80
31135_20140117,31135,17-01-2014,0,1,141,0.829,58
29998_20140117,29998,17-01-2014,0,3,248,0.556,92
30647_20140117,30647,17-01-2014,0,5,332,0.083,12
29833_20140117,29833,17-01-2014,0,4,332,0.061,9
30977_20140117,30977,17-01-2014,0,2,362,3.625,106
31276_20140117,31276,17-01-2014,0,2,80,3.264,6
30741_20140117,30741,17-01-2014,0,2,385,8.4,2
31096_20140117,31096,17-01-2014,0,2,79,0.397,12
30153_20140117,30153,17-01-2014,0,3,83,0.74,2
30102_20140117,30102,17-01-2014,0,4,83,0.521,2
29913_20140117,29913,17-01-2014,0,2,134,0.511,8
30636_20140117,30636,17-01-2014,0,2,307,0.372,6
30001_20140117,30001,17-01-2014,0,3,174,0.632,4
30184_20140117,30184,17-01-2014,0,3,250,6.36,1
29765_20140117,29765,17-01-2014,0,2,309,0.211,12
31144_20140117,31144,17-01-2014,0,5,270,0.392,2
30946_20140117,30946,17-01-2014,0,2,277,0.351,11
31014_20140117,31014,17-01-2014,0,2,310,0.662,5
30146_20140117,30146,17-01-2014,0,3,16,3.796,1
30382_20140117,30382,17-01-2014,0,2,313,0.794,8
30824_20140117,30824,17-01-2014,0,5,382,0.477,1
29786_20140117,29786,17-01-2014,0,2,382,0.349,6
30196_20140117,30196,17-01-2014,0,2,381,0.568,4
31161_20140117,31161,17-01-2014,1,4,67,49.752,8
31140_20140117,31140,17-01-2014,1,2,291,35.38,20
29743_20140117,29743,17-01-2014,1,1,403,1.973,216
30872_20140117,30872,17-01-2014,1,1,207,55.971,19
30350_20140117,30350,17-01-2014,1,2,294,55.563,18
31328_20140117,31328,17-01-2014,1,3,294,97.625,4
31112_20140117,31112,17-01-2014,1,1,197,2.388,111
30130_20140117,30130,17-01-2014,1,2,197,1.545,37
29882_20140117,29882,17-01-2014,1,3,197,1.628,143
29815_20140117,29815,17-01-2014,1,2,314,0.699,253
30446_20140117,30446,17-01-2014,1,3,324,1.319,43
29714_20140117,29714,17-01-2014,1,2,211,0.41,138
30621_20140117,30621,17-01-2014,1,3,35,5.633,126
30761_20140117,30761,17-01-2014,1,5,124,2.17,64
30188_20140117,30188,17-01-2014,1,2,124,2.28,238
30362_20140117,30362,17-01-2014,1,3,124,3.88,85
29761_20140117,29761,17-01-2014,1,3,410,56.571,9
30512_20140117,30512,17-01-2014,1,1,216,0.657,145
31070_20140117,31070,17-01-2014,1,3,328,0.824,140
30640_20140117,30640,17-01-2014,1,1,300,3.292,62
31181_20140117,31181,17-01-2014,1,1,34,8.647,32
30265_20140117,30265,17-01-2014,1,3,76,0.998,93
31088_20140117,31088,17-01-2014,1,2,398,0.748,68
29727_20140117,29727,17-01-2014,1,2,90,1.082,116
30258_20140117,30258,17-01-2014,1,5,379,0.52,56
31225_20140117,31225,17-01-2014,1,2,379,0.637,350
30201_20140117,30201,17-01-2014,1,2,399,0.431,137
30221_20140117,30221,17-01-2014,1,3,399,0.797,41
29721_20140117,29721,17-01-2014,1,3,248,2.873,13
31373_20140117,31373,17-01-2014,1,3,45,0.704,119
30202_20140117,30202,17-01-2014,0,5,13,0.03,47
30432_20140117,30432,17-01-2014,0,3,13,0.525,785
29747_20140117,29747,17-01-2014,0,4,13,0.035,87
29997_20140117,29997,17-01-2014,0,3,48,0.317,18
29910_20140117,29910,17-01-2014,0,5,159,0.033,90
31064_20140117,31064,17-01-2014,0,1,159,0.123,5
31039_20140117,31039,17-01-2014,0,2,159,0.03,782
30905_20140117,30905,17-01-2014,0,3,159,0.033,96
30855_20140117,30855,17-01-2014,0,4,159,0.03,112
30917_20140117,30917,17-01-2014,0,1,254,0.531,63
30288_20140117,30288,17-01-2014,0,1,293,0.718,34
29789_20140117,29789,17-01-2014,0,2,293,0.406,31
29788_20140117,29788,17-01-2014,0,3,293,0.511,40
31363_20140117,31363,17-01-2014,0,5,388,0.077,10
30027_20140117,30027,17-01-2014,0,2,388,0.065,96
31334_20140117,31334,17-01-2014,0,4,388,0.094,6
30137_20140117,30137,17-01-2014,0,3,45,0.069,673
30494_20140117,30494,17-01-2014,0,1,62,0.968,10
31025_20140117,31025,17-01-2014,0,2,62,0.065,406
30929_20140117,30929,17-01-2014,0,3,62,0.086,148
30004_20140117,30004,17-01-2014,0,2,125,0.359,125
30306_20140117,30306,17-01-2014,0,2,161,0.165,133
30563_20140117,30563,17-01-2014,0,4,161,0.185,42
30402_20140117,30402,17-01-2014,0,1,381,0.627,36
30303_20140117,30303,17-01-2014,0,2,381,0.032,820
29821_20140117,29821,17-01-2014,0,3,381,0.052,230
30874_20140117,30874,17-01-2014,0,5,133,0.324,32
29897_20140117,29897,17-01-2014,0,2,133,0.274,187
30886_20140117,30886,17-01-2014,0,3,133,0.523,345
30162_20140117,30162,17-01-2014,0,4,133,0.38,63
29671_20140117,29671,17-01-2014,0,1,236,1.993,72
30407_20140117,30407,17-01-2014,0,2,236,0.724,92
30889_20140117,30889,17-01-2014,0,3,236,1.159,62
31374_20140117,31374,17-01-2014,0,4,236,0.827,3
31211_20140117,31211,17-01-2014,0,3,256,1.373,304
30347_20140117,30347,17-01-2014,0,,0,2.677,447
29662_20140117,29662,17-01-2014,0,,0,1.146,39222
31051_20140117,31051,17-01-2014,0,1,39,0.515,5
29952_20140117,29952,17-01-2014,0,3,39,0.054,214
30720_20140117,30720,17-01-2014,0,4,39,0.03,37
30168_20140117,30168,17-01-2014,0,5,40,0.07,29
30232_20140117,30232,17-01-2014,0,2,40,0.078,90
30078_20140117,30078,17-01-2014,0,3,40,0.21,288
30570_20140117,30570,17-01-2014,0,4,40,0.077,74
30300_20140117,30300,17-01-2014,0,5,60,0.195,30
31216_20140117,31216,17-01-2014,0,2,60,0.144,102
30143_20140117,30143,17-01-2014,0,4,60,0.178,20
30936_20140117,30936,17-01-2014,0,2,152,0.04,362
30495_20140118,30495,18-01-2014,0,2,90,154.141,1
30413_20140118,30413,18-01-2014,0,3,235,163.7,1
30375_20140118,30375,18-01-2014,0,2,307,59.751,8
30011_20140118,30011,18-01-2014,0,3,67,280.639,1
30864_20140118,30864,18-01-2014,0,2,315,192.69,1
30927_20140118,30927,18-01-2014,0,1,38,2.738,699
31342_20140118,31342,18-01-2014,0,2,38,1.984,1444
30540_20140118,30540,18-01-2014,0,3,38,2.083,642
29999_20140118,29999,18-01-2014,0,3,67,8.811,137
30068_20140118,30068,18-01-2014,0,2,195,0.744,391
30541_20140118,30541,18-01-2014,0,4,195,0.851,55
30602_20140118,30602,18-01-2014,0,2,277,0.992,263
30622_20140118,30622,18-01-2014,0,3,277,1.511,77
30825_20140118,30825,18-01-2014,0,3,291,4.564,83
31012_20140118,31012,18-01-2014,0,5,307,0.697,116
31062_20140118,31062,18-01-2014,0,1,307,6.173,4
29841_20140118,29841,18-01-2014,0,2,307,0.604,319
30903_20140118,30903,18-01-2014,0,3,307,0.961,83
31308_20140118,31308,18-01-2014,0,4,307,0.735,60
31288_20140118,31288,18-01-2014,0,5,80,0.13,58
30317_20140118,30317,18-01-2014,0,2,80,0.156,412
31193_20140118,31193,18-01-2014,0,4,80,0.24,105
30531_20140118,30531,18-01-2014,0,2,83,0.03,529
30933_20140118,30933,18-01-2014,0,3,83,0.038,740
30111_20140118,30111,18-01-2014,0,5,345,0.031,372
30835_20140118,30835,18-01-2014,0,1,345,0.403,34
30108_20140118,30108,18-01-2014,0,2,345,0.04,575
30995_20140118,30995,18-01-2014,0,3,345,0.055,660
31285_20140118,31285,18-01-2014,0,4,345,0.042,65
30093_20140118,30093,18-01-2014,0,3,23,6.272,375
29967_20140118,29967,18-01-2014,0,3,116,8.157,106
31047_20140118,31047,18-01-2014,0,3,151,5.719,47
30345_20140118,30345,18-01-2014,0,1,207,10.691,282
30190_20140118,30190,18-01-2014,0,2,267,4.481,119
29732_20140118,29732,18-01-2014,0,3,267,6.648,53
30429_20140118,30429,18-01-2014,0,4,267,4.855,14
30148_20140118,30148,18-01-2014,0,2,294,11.741,183
31367_20140118,31367,18-01-2014,0,5,307,1.131,95
30280_20140118,30280,18-01-2014,0,1,307,4.187,9
30679_20140118,30679,18-01-2014,0,2,307,1.063,395
29991_20140118,29991,18-01-2014,0,3,307,1.654,130
29988_20140118,29988,18-01-2014,0,4,307,1.206,69
29917_20140118,29917,18-01-2014,0,3,332,3.943,20
30653_20140118,30653,18-01-2014,0,,0,2.679,1634
29955_20140118,29955,18-01-2014,0,,0,0.037,9388
30485_20140118,30485,18-01-2014,0,1,148,5.605,117
29826_20140118,29826,18-01-2014,0,5,226,0.599,292
30223_20140118,30223,18-01-2014,0,2,226,0.548,726
30890_20140118,30890,18-01-2014,0,5,385,2.066,12
30035_20140118,30035,18-01-2014,0,1,385,2.421,79
30386_20140118,30386,18-01-2014,0,3,385,1.98,110
30783_20140118,30783,18-01-2014,0,4,385,2.002,12
30491_20140118,30491,18-01-2014,0,2,31,0.068,1021
29863_20140118,29863,18-01-2014,0,1,77,1.243,31
30481_20140118,30481,18-01-2014,0,2,77,0.645,42
30499_20140118,30499,18-01-2014,0,3,77,0.797,46
30572_20140118,30572,18-01-2014,0,1,79,0.548,9
30815_20140118,30815,18-01-2014,0,2,79,0.03,2370
30628_20140118,30628,18-01-2014,0,3,79,0.046,334
29819_20140118,29819,18-01-2014,0,4,79,0.03,60
30233_20140118,30233,18-01-2014,0,5,83,0.03,254
31302_20140118,31302,18-01-2014,0,1,83,0.927,5
31272_20140118,31272,18-01-2014,0,2,83,0.034,1032
30216_20140118,30216,18-01-2014,0,3,83,0.049,288
30692_20140118,30692,18-01-2014,0,4,83,0.037,348
31004_20140118,31004,18-01-2014,0,2,104,2.118,18
31339_20140118,31339,18-01-2014,0,1,169,0.476,340
30053_20140118,30053,18-01-2014,0,5,339,0.143,57
30924_20140118,30924,18-01-2014,0,5,79,0.031,772
29896_20140118,29896,18-01-2014,0,2,84,0.052,648
30119_20140118,30119,18-01-2014,0,5,92,0.104,47
30719_20140118,30719,18-01-2014,0,2,92,0.087,579
29849_20140118,29849,18-01-2014,0,4,92,0.109,58
30887_20140118,30887,18-01-2014,0,1,278,1.508,287
30606_20140118,30606,18-01-2014,0,2,278,0.833,316
30241_20140118,30241,18-01-2014,0,3,278,1.011,311
31358_20140118,31358,18-01-2014,0,5,338,0.569,18
30335_20140118,30335,18-01-2014,0,2,355,0.627,192
30504_20140118,30504,18-01-2014,0,3,355,0.787,63
30689_20140118,30689,18-01-2014,0,2,83,0.03,505
30613_20140118,30613,18-01-2014,0,3,83,0.031,133
31266_20140118,31266,18-01-2014,0,5,134,0.034,150
31170_20140118,31170,18-01-2014,0,1,134,0.38,9
30520_20140118,30520,18-01-2014,0,2,134,0.032,1170
31115_20140118,31115,18-01-2014,0,3,134,0.044,288
30253_20140118,30253,18-01-2014,0,4,134,0.039,180
30997_20140118,30997,18-01-2014,0,2,192,0.052,687
31139_20140118,31139,18-01-2014,0,3,192,0.06,334
30748_20140118,30748,18-01-2014,0,1,237,0.149,360
30150_20140118,30150,18-01-2014,0,2,237,0.14,646
29855_20140118,29855,18-01-2014,0,2,250,0.08,604
30517_20140118,30517,18-01-2014,0,3,250,0.215,49
30735_20140118,30735,18-01-2014,0,4,250,0.085,40
31212_20140118,31212,18-01-2014,0,1,327,1.045,64
30660_20140118,30660,18-01-2014,0,3,327,0.763,98
29820_20140118,29820,18-01-2014,0,2,10,0.076,171
31307_20140118,31307,18-01-2014,0,1,22,0.151,503
30669_20140118,30669,18-01-2014,0,3,22,0.14,610
30095_20140118,30095,18-01-2014,0,2,103,0.058,2098
31210_20140118,31210,18-01-2014,0,5,105,0.03,116
30438_20140118,30438,18-01-2014,0,4,105,0.03,59
